	100_TF_25875	101_WF_25876	102_WF_25877	103_WF_25878	110_WM_25880	111_TM_25881	112_TM_25882	113_TF_25883	120_WM_37906	130_WF_37916	131_TF_37917	132_TF_37918	133_TF_37919	140_TM_37922	141_TM_37923	142_WM_37925	143_WM_37926	150_WF_37927	151_WM_37929	152_WF_37930	160_TM_37933	200_WF_25887	201_WF_25888	202_WF_25889	203_TM_25890	210_TM_25900	211_WF_37901	212_TF_37902	220_WF_37913	230_WM_37915
LOC102063761	9.030249069	8.465728308	9.118239058	8.570171507	8.411531712	9.021287009	8.31817113	8.413320012	8.291506003	9.135173382	9.144889981	8.931660328	9.10393229	8.278154745	8.359783897	8.185911664	8.307381883	8.210180132	8.770930418	9.077218369	8.161695526	9.364733089	9.124257843	9.045682247	8.678319317	9.822261317	8.825944249	9.483658702	8.777164053	8.553377137
LIG3	8.695628921	9.116980774	8.370938863	8.543373604	7.948984234	8.093019695	7.997326218	7.908811542	9.947386882	8.820583628	8.664136232	8.206876161	8.773995578	9.649008691	8.554792608	8.848754588	8.805891136	7.739217321	8.153023226	8.005291889	7.79954902	7.426136407	8.669653684	8.479795677	8.134422788	8.013284315	11.47591716	8.472657015	9.530653015	8.56418754
SETD2	8.82769359	9.016024931	8.413950555	9.166097337	8.733596025	8.676474924	8.717343976	8.716876719	9.273796542	9.164958315	9.481247177	9.02103734	9.170534925	8.476335072	8.7347469	9.022770209	8.909575817	8.7448992	8.396236042	8.227669123	8.829567571	8.210279227	8.700570307	8.625382718	8.208246398	8.528719814	8.738052034	9.249099105	9.294533748	8.946126997
LOC102070403	8.688693785	8.397464381	8.683307234	8.054481838	9.045264955	8.877033383	9.09090743	8.911153705	8.989944479	8.498400158	8.828015638	8.524835137	8.885817365	8.764221393	8.747370693	9.08260196	8.861718055	8.783596864	8.687943844	8.675212301	8.356533734	9.121853461	8.842385122	8.517612682	9.165899353	9.140533205	8.500499125	8.208566238	8.100909275	9.572655752
KLF13	8.339882158	8.516093673	8.535680194	8.313135146	8.796570204	9.186239841	8.727162086	9.094762696	9.022767547	9.090497462	9.156126734	8.646121092	8.941077501	8.816158616	8.424306089	9.134908581	9.086449921	8.22568278	8.603775876	8.678698671	9.212349643	9.132725495	8.560063417	8.892771432	8.567601896	8.86711032	8.121738235	9.109761709	8.719351268	8.527828834
YIPF3	9.027509086	8.955491506	9.35057598	8.909456414	8.60826038	8.514482933	8.48995897	9.209141424	8.480391477	8.652441551	8.628974272	8.413786493	8.941077501	8.521839482	8.70915936	9.042079951	9.1070993	8.909749974	8.859278244	8.72326277	8.896868079	8.923166695	9.027225847	9.130160839	8.58838292	8.614796306	9.051211768	9.194231633	9.002129067	8.907139823
LOC102061419	8.17516754	8.392074747	8.700730208	8.761523676	9.033448775	8.903809632	8.916283815	8.650046564	9.016855393	9.22925381	9.643137893	9.162005901	8.93366652	8.278154745	8.620392476	9.047549553	9.1070993	8.241017073	8.567857276	8.782756295	8.58488617	8.314940493	8.653940354	8.563512321	8.828328772	8.403790421	8.576014437	8.937679909	8.972782987	8.704253331
ATP8A1	8.925206644	8.359299527	8.768369849	8.73136157	8.655402543	9.539439124	9.310889355	9.229251424	8.968658442	8.767704836	9.400480485	8.196938377	7.888168629	8.405223192	8.16549912	9.114214375	8.662968196	8.305607831	8.543397992	7.699545116	9.369948809	9.229567333	8.370801808	8.725571867	8.713393437	8.938344516	8.712822608	8.370193072	8.128021687	8.106379474
LOC102070822	9.128112518	8.73576635	8.734950622	9.078483275	8.605061415	8.654777749	8.643202593	8.749153491	8.72546667	8.622937451	8.457201044	8.804167228	8.720383684	8.855682117	8.620392476	8.576629634	8.460447289	9.105463986	8.89507272	8.785989926	9.028981736	9.119122523	9.107097255	9.257983356	8.810784682	9.000667184	9.138882691	8.968562243	8.683505117	8.761651854
LOC102067638	8.624711419	8.907410091	8.747574675	8.885332874	8.644541353	9.272400136	9.007596346	8.939368558	8.454271683	8.896405393	8.689174692	8.751156395	8.649650878	8.756645191	8.812875354	8.310262329	8.270998586	8.61428652	8.595871891	8.769748065	8.751299252	8.549107808	9.0632749	8.638298163	9.083206273	8.978317021	8.817098658	8.950996862	8.95788127	8.901482487
ZBTB17	8.667683736	8.798010861	8.239467007	9.220063664	8.818798618	8.58890387	8.860939823	8.871426721	8.699815747	8.893667708	8.822374445	8.855281495	8.587901983	8.775510865	8.738967246	8.734539282	8.882853126	8.916091098	9.1342427	8.882767123	9.242568259	8.421334106	8.821462971	8.92117693	8.831231964	8.782486837	8.731786363	9.148774912	8.967832963	8.828810309
LOC102071311	8.746595144	9.033352617	8.652295309	8.939049879	8.515855087	8.886358916	8.618780063	8.570916144	8.992959674	8.599559892	8.56949644	8.800911064	8.469519466	9.276403788	8.844534894	8.73793257	9.006251382	9.207101508	9.163848899	8.959171983	8.68463842	8.473830027	8.351387805	9.296377145	9.023613078	9.155540325	8.886376712	8.591147783	8.570219672	8.368196681
LOC102065500	9.642580372	8.822168593	8.625165948	8.744845679	8.180899611	7.912120043	6.614096873	8.346093782	9.568298671	8.602923122	9.153886416	6.843492484	8.568842985	9.636724133	9.114791225	9.006009267	9.800782036	8.470478738	8.634960472	8.729996919	10.00985911	9.844106535	6.381866641	6.429128636	9.632254601	9.218815757	8.504187471	6.502785282	9.770738991	7.485635872
TMEM189	8.613762796	8.752631956	8.734950622	8.331199873	8.718887891	8.800155011	8.414810422	8.886000876	8.813489015	9.307313418	8.779340335	8.904631352	8.720383684	9.302585218	8.867827753	9.260247627	9.427325239	8.893773104	9.112320381	8.636288858	8.961144081	8.549107808	8.071252855	8.531538724	8.539413352	8.60019537	8.572507899	8.887762579	8.782818656	8.907139823
PTPN12	8.942772818	8.616390338	8.332202429	8.791061866	8.561156997	8.394265021	8.575913482	8.418361647	8.88345527	9.054216292	8.954555129	8.946458723	9.386470694	9.022730902	8.836685507	8.787887329	8.620387221	8.928689658	8.767420861	8.903742297	8.836802874	9.148880531	8.983988971	8.646843894	8.521507645	9.263352331	8.952453719	9.028397725	8.760064669	8.697730852
SWT1	8.736546454	8.760990634	9.003856885	8.724571447	8.693530814	8.943057213	8.899036985	9.082174496	8.688679739	8.939510576	9.000200427	8.836327196	9.034083858	8.852133886	9.051856407	8.855013443	8.799551363	8.726956554	8.684223913	8.570209477	8.924284343	8.64746508	8.700570307	8.284971574	8.819583648	8.689089458	8.772030177	8.596821066	9.082152817	8.59613477
TSPAN2	9.700374787	8.697073924	8.950337302	8.816814927	8.467299437	7.785308853	8.687477706	8.06585502	8.796313152	8.494780267	8.582930053	9.070484128	9.733051867	8.997278717	8.652093338	8.420333886	8.515782848	8.656639586	8.488914554	8.81792997	8.875955469	9.562415877	9.169040046	8.962755143	8.595243075	9.361474997	9.192212468	8.910668384	8.296556721	8.524141333
LRRC57	8.639179944	8.802065619	8.989779453	8.618639219	8.650757876	9.030655253	9.018279044	9.094762696	8.281615242	8.596188701	8.496810954	8.396570514	8.708835757	8.702455206	9.085324173	8.858132626	8.620387221	8.49618706	8.749742524	8.621867155	9.277479721	9.138130754	8.589295191	8.380598942	9.061148238	9.022673901	8.955141807	9.133296773	8.977715957	8.764773993
PCYT1A	8.988588592	9.053872933	8.656767092	9.143421355	8.590576495	8.702553123	8.733670171	8.467817063	8.246442361	8.602923122	8.725927191	8.90765991	8.40282319	8.819797163	9.06197906	8.398992629	8.631152317	9.057552543	8.567857276	8.83050874	9.016305595	9.080332869	8.831962326	9.621872942	9.119231686	9.044347643	8.507866274	8.596821066	8.95788127	8.872855246
ERCC8	8.129511664	8.118934955	8.365469496	8.159652137	9.070922555	9.556371498	9.282402613	9.561415028	8.956351379	8.690853958	8.830827907	7.860515684	7.835376422	9.137813622	8.20900249	9.187851392	9.006251382	7.782200406	8.888630911	8.169060131	9.069421335	8.532720375	8.385189788	8.240303936	9.324408157	9.060390461	8.219615623	7.956494322	8.351096761	8.668004913
LOC102068657	9.08661053	8.865424408	8.751758008	8.86388578	8.785324955	7.82085678	8.344023582	8.534284386	10.41903998	8.668572647	9.456037697	8.439225079	8.740370419	9.38819215	8.804849659	9.918836546	8.843350273	8.675482728	8.988373814	9.31913846	7.829297938	7.71991989	8.265773453	7.765709367	7.8635636	9.022673901	8.997478666	8.596821066	8.239829657	8.05588143
F2R	8.763187379	8.32007836	8.554992403	8.625951563	8.633596772	8.308576032	9.062812235	8.313956906	9.01981452	9.056663823	8.896714331	8.383520006	8.911200481	9.305177291	7.983843312	9.150235568	9.011739906	8.399557469	9.423845556	8.53598305	9.311562253	8.717925033	8.551600029	8.354676835	9.360943144	9.475393235	8.568992702	8.959806494	8.045063523	9.062172228
MRPL47	8.779589046	9.103923846	9.048675866	9.035323725	8.442384885	8.727009038	8.746597999	8.675476235	8.157187639	8.469179551	8.274272829	8.774591083	8.235138797	8.414913124	9.385674946	8.951600498	8.472487635	9.280094419	8.724619239	9.108497095	8.993848768	9.396626141	8.869813381	9.317864084	9.470863526	8.629249125	8.79022853	8.491072301	8.589737224	8.43264392
LOC102060660	8.699083888	9.022981178	9.377817155	8.944895839	9.157271315	8.758978462	8.369412688	9.046975747	8.886703107	8.288375831	8.408919032	8.552263418	8.67362035	8.9582316	9.262473667	9.000378414	8.54266345	8.574659739	8.349881253	8.861479764	8.257055417	8.655047996	8.719558406	8.651097624	8.937400712	8.989535707	8.719171898	8.797212268	8.987531202	8.992083905
PSMD13	8.792576111	9.050473224	9.134315792	8.758203624	8.456675241	8.916000867	9.010274499	8.679670772	8.754228413	8.991628249	9.042013724	8.757891354	8.948450306	8.600250093	8.931835818	8.639730149	8.690665039	8.151833521	8.862569562	8.81792997	8.914064709	8.22058772	9.008855349	8.013038875	9.224382354	8.845647373	8.507866274	8.831243849	9.035623053	9.057096468
RBBP7	8.430231957	8.125471102	8.521022032	8.430827272	8.65230778	8.903809632	8.95573599	8.602213478	8.771914662	9.391065187	9.334803633	8.987098405	7.82457329	9.078396964	8.820856226	8.826630257	9.250846168	8.773146518	8.825941492	8.279337357	8.861841892	8.605022165	8.185670016	8.822957434	8.795998255	8.906135137	8.98701123	8.855065399	8.707502334	9.213500602
UBE2V2	8.639179944	8.652814524	9.014324889	8.516061296	8.790958644	8.900745522	8.87864931	8.935871974	8.681207143	8.73745916	9.002694113	8.656979583	8.996655202	8.9582316	8.917030694	9.162884105	8.809050506	8.590643002	8.463046341	8.625486286	8.602004053	8.757181835	9.083892175	8.729597512	8.926588932	8.428843364	8.846373536	8.985914721	9.03088588	8.509294971
TLK1	9.046579823	8.955491506	8.780703141	8.915424272	8.966657673	8.564526736	8.497642955	8.615418915	8.837193609	8.655682403	8.796709826	8.575359815	9.479142762	8.694543031	8.796778631	8.928058109	8.754367218	8.793971313	9.078795236	8.956307538	8.173254694	8.495143419	8.301655804	8.084520438	8.357424172	9.099728955	9.148301034	9.263382937	9.091280193	8.578474875
DOCK11	9.361219454	8.424109641	9.082222545	8.738119545	8.472581888	8.147906651	8.278485001	8.30308044	9.100282082	9.15357566	9.09904115	9.073181774	9.132239965	8.429325082	8.315077351	9.738276095	8.280182522	8.797412788	8.89507272	8.76319925	8.91747937	9.425620236	8.821462971	8.697069835	8.865618017	8.465612811	8.738052034	9.424546275	8.025943519	8.448308577
POLR2L	8.459113767	8.951849744	9.300200582	8.654831435	8.956677767	8.927085644	9.14793066	9.082174496	8.484698473	8.450606725	8.740965719	7.946545482	8.373774848	8.7063949	8.704849808	9.066530395	8.58390449	8.529757247	8.89507272	8.668213888	8.567560005	8.58530386	9.152410163	8.268386167	9.244083565	9.165458534	8.680645299	8.38997717	8.952879359	8.962516061
RPS6KA6	9.005398475	8.325748322	8.961202467	8.67963016	9.246917659	9.013748049	9.14793066	9.119612241	8.291506003	8.973602083	8.872361273	9.04871817	9.066050498	8.424537338	8.890747281	8.936931949	8.398664819	8.483391029	8.812386004	8.456840054	8.789105075	8.394339717	8.560063417	8.757463574	8.295406802	8.716403807	8.344512013	8.170842468	8.777164053	8.700995819
MRPL48	9.081337266	8.99848506	9.393917279	8.93611792	8.605061415	8.741941061	8.618780063	8.838081417	8.493273504	8.35790926	8.48611728	8.532725896	8.493323178	8.764221393	8.75155394	8.530342172	8.62757298	8.64138369	8.488914554	8.746694599	8.868916092	8.960292309	9.277793436	9.325839505	9.293235804	9.115166957	8.947062351	9.212754885	8.327979211	8.278901864
RPS19BP1	8.988588592	9.100640948	9.052066095	9.032582595	9.16486935	9.202069124	9.01561583	9.069474756	8.441029434	8.806090305	8.645064578	8.379143011	8.040184396	8.670539735	8.924452403	8.416091236	8.351583994	8.27119523	8.497433705	8.900764608	8.126437859	8.305299899	8.281263206	8.612349143	8.992860342	9.267960993	8.478165786	8.596821066	8.563653906	9.031444402
ARFGAP1	8.475357743	8.337020586	8.370938863	8.04901097	9.483886271	9.582038062	9.395155687	9.12882089	8.535389645	8.782590793	9.110641544	8.26982089	8.173104331	8.612908759	8.730514039	9.058426515	8.885847086	8.329685779	8.510117469	8.558891879	8.305049252	8.352859577	8.17463763	8.05247933	8.485005347	8.399571585	8.42853779	8.059501693	8.489357095	8.929548097
ERRFI1	8.821372448	8.579010482	8.924659831	8.838974338	8.264744081	9.182884987	8.815681963	8.413320012	8.588340528	8.973602083	8.941613264	8.833143568	8.809551137	9.143622074	8.800819844	8.768114618	8.861718055	9.002037519	9.185003192	8.947679647	8.893403807	8.503580089	8.321758694	8.59035798	8.385462001	8.485636366	8.614027021	8.99879246	8.634264262	8.921186064
SEC31B	8.534670935	8.625584031	8.196899904	8.647666137	9.158359216	9.090099841	8.916283815	8.911153705	8.320770093	9.114184544	9.296749968	8.560003933	8.734688423	8.729807348	8.89830623	8.720884882	8.73787718	8.358049135	8.607711483	8.265432304	8.844001739	8.482393778	8.630040769	8.634006006	8.710240273	8.845647373	8.716000784	9.081806719	8.810760738	8.726850047
SLC35B2	8.572882128	8.865424408	8.588170796	8.823181322	8.816038902	9.095464737	8.994129939	8.741152459	8.506039836	9.059107181	8.967381035	8.858416257	8.409993266	8.557222953	8.796778631	8.650581155	8.805891136	8.701451759	8.724619239	8.891794171	9.063273661	8.673830703	8.669653684	8.885581046	8.67508758	8.779254317	8.551285319	8.635913749	8.870375484	8.717209519
ZMIZ2	8.688693785	8.620994599	7.94764321	9.115210294	8.11457404	8.530477227	9.186302649	7.951508463	8.061893848	8.718999318	8.689174692	9.115667582	9.265959241	8.360780124	8.713455936	7.987583822	8.496266517	8.558495002	8.405327895	8.833636211	10.20490048	9.060537149	9.705458997	9.544302155	8.893654616	8.209974318	8.481912464	9.366208659	9.20912983	8.351616579
CCDC59	8.709398871	8.579010482	8.387221492	8.707453445	9.040550171	9.090099841	8.710760843	8.733106332	8.551893034	8.516362642	8.628974272	8.396570514	8.32905474	8.816158616	8.634064989	8.679119798	8.837174861	9.057552543	8.808976946	8.924414384	8.482250665	8.778148255	8.326740126	8.849076647	8.926588932	9.235385203	8.825944249	9.29501116	8.671353401	8.82283377
FAM13B	8.837123194	8.899867423	8.44537473	8.996462192	8.495248279	8.959833964	8.579535392	9.312381481	8.980860612	8.957968364	9.080283015	8.804167228	9.070559499	8.756645191	8.656565024	9.170420028	8.879852886	8.797412788	8.878913472	8.824233193	8.576249443	8.612833687	8.53021868	8.268386167	8.256848403	8.603859658	8.933494408	8.259741012	8.396230385	8.831789233
PHKB	8.753255193	8.826155475	8.796983612	8.266937941	9.175654336	8.741941061	8.941770441	8.720951457	8.870389663	8.602923122	8.713781234	8.400894135	8.466086149	8.866274283	9.130903831	9.114214375	9.08904742	8.027342201	8.619453486	8.570209477	9.152830028	9.127299783	9.069195878	8.470182092	9.112098665	7.903530518	8.596874237	8.792283768	8.927604204	8.723643768
MORC2	8.396488172	8.718699095	8.805054801	8.823181322	9.14853827	8.799057596	8.743377	8.658573613	9.588331764	9.004366554	8.770575738	8.307207481	8.943539325	9.123188714	8.867827753	8.394685582	8.950177125	8.726956554	8.368605451	8.444579057	8.224129628	8.670093901	8.692903744	8.426097139	9.041251927	8.165812386	8.775079383	8.288172633	9.157943831	9.026258409
LOC102061607	8.027967801	7.988596484	8.89473862	8.174771307	8.723316268	8.690758463	8.520448835	9.274185708	8.820301969	9.044384145	9.18712922	9.067781395	9.465531782	8.179037236	8.233272336	8.004750148	8.74119046	8.189241427	8.615550228	9.012535147	7.28591667	7.690216697	9.254616742	8.517612682	9.25706904	9.194808196	9.749304583	8.556625036	8.98263199	8.892954311
RAD54L2	8.098230599	8.501170546	8.184498263	8.717748866	8.928868732	9.168538671	8.98326489	9.00423071	9.066347721	9.118875355	9.498987016	8.605583513	9.066050498	8.262110627	8.704849808	9.217249631	8.616780706	8.542144566	8.638810997	8.921479451	8.336163983	8.15219532	8.62601825	7.951715243	8.397310542	8.356678205	8.778122093	8.9287326	8.296556721	8.84659144
NAA16	8.667683736	8.625584031	8.554992403	8.625951563	8.848808933	8.89048416	8.794060956	8.834327915	8.654740343	8.832073382	8.767642213	8.931660328	8.79598044	9.010061346	8.917030694	8.486546854	8.830972656	8.861273818	8.836024398	8.551296507	8.69264444	8.910574335	8.568476777	8.993164999	8.781057195	9.041656289	8.957824857	8.591147783	8.461347629	8.637646101
HIVEP1	7.773337183	7.232593258	7.724220485	8.010105679	9.275262903	9.732841383	9.4053497	8.765022295	9.19490311	9.515318007	9.44143121	8.430796103	8.294562853	8.229465423	8.184307972	8.572829323	8.527365361	7.922957518	8.200947931	7.575446734	9.440337344	8.057434257	8.617938985	8.273936279	8.1901497	8.485636366	9.085945994	8.850332738	7.738384615	7.992783576
NSMCE4A	8.657061484	8.876997819	8.634266566	8.661960902	8.900508567	8.899722691	8.680754982	8.896834858	8.627772902	8.397271867	8.648260957	8.870887033	8.259209011	8.530768192	8.772288301	8.617777108	8.802724766	8.671733966	8.69535473	8.678698671	9.066350795	9.060537149	8.767776841	8.796351986	9.090484149	9.277134162	8.831811042	9.057403529	8.870375484	8.505559035
POLR2J	9.459900243	9.100640948	9.058822584	8.573958924	8.193798207	8.552832337	8.653542631	8.462948306	8.501797117	7.145741139	7.356243233	8.480635487	8.8573656	9.131981546	9.412260313	8.748064308	8.849499123	9.141051242	8.770930418	9.186277119	8.196092554	9.105389252	8.955488206	9.34689325	9.25275359	8.885254167	9.023317365	9.065584184	8.530362885	8.813821838
NADSYN1	8.621071218	9.064023928	9.031603335	8.85459478	8.890054788	9.054729806	8.921986867	9.104131825	8.647087279	8.868789844	8.758805307	8.635179254	8.406412758	8.752841963	9.048466236	9.000378414	8.65595911	8.230812733	8.387085536	8.033031814	8.944507235	8.624471246	8.427498215	8.676356896	8.83412927	8.932541932	8.693603442	8.679316356	8.2231947	9.079797138
ADRBK2	8.660611034	9.60066045	8.611405106	8.894426941	8.737979073	8.507765187	8.87864931	8.189449829	8.902832589	8.746600326	8.562731796	8.605583513	8.941077501	9.475898352	9.808099727	9.295120792	9.278399727	8.65284089	8.731842552	8.621867155	8.381590963	8.532720375	8.486466864	8.354676835	8.455113138	8.544068483	8.219615623	9.197955465	8.707502334	8.376414564
FKBP8	8.557720538	8.744224058	8.535680194	8.683137893	8.690517782	8.989929733	8.98326489	8.543531107	8.467391606	9.207406905	8.842021979	8.88325	8.332835809	8.866274283	8.890747281	8.646973323	8.687232204	8.61428652	8.64648098	8.448677829	8.924284343	8.439049259	8.876589022	8.907044677	9.138081389	8.726513381	8.677387286	9.069657066	8.731102635	9.044327843
SNAPC4	8.523004571	8.896081124	8.221380892	9.054366179	8.854198308	8.785822443	8.80336719	8.708692172	8.956351379	8.498400158	8.743954506	8.757891354	8.880686241	8.471703469	9.031393998	8.54205595	8.97287103	9.287437803	9.281434596	8.956307538	8.68463842	8.605022165	8.521575344	8.955908775	8.608865049	8.509298104	8.276971377	8.942132675	8.731102635	8.858323839
BMS1	8.442681876	8.838049828	8.602156812	8.500215495	9.163786378	8.972531876	8.812613205	9.033958752	9.197516939	9.009430321	9.202382767	8.624152762	8.565641532	8.729807348	9.048466236	8.916140072	8.824743421	8.824650203	9.155834905	8.795647133	8.532261827	8.295593181	8.316759674	7.765709367	8.553577414	8.60019537	8.155125004	8.28111814	8.312355159	8.96793765
POLR3A	8.631964042	8.830131267	8.788866569	9.133226891	8.592193224	8.848686266	8.743377	8.54813203	9.210515127	8.612965432	8.358935958	9.136447469	9.117066856	8.126738359	8.824830012	8.561367138	8.37317838	8.857982896	9.003349492	8.208402024	8.376614825	8.569330239	8.939405776	9.800215194	8.671848503	8.811255017	8.781158335	8.396511005	8.95788127	8.764773993
BRAF	8.874231698	8.511136679	8.365469496	8.508160469	8.63673238	8.928089107	9.193384506	8.70046041	8.458658469	8.636125842	8.566118136	8.829952834	8.616020605	8.964813853	8.611204034	8.787887329	9.017207479	9.071811163	8.505902108	8.750010827	9.093751671	8.996479394	8.838919294	9.175028024	8.269818381	8.614796306	9.030978951	9.288042641	8.782818656	8.359930877
